bizesId,bizesNm,indsLclsNm,indsMclsNm,signguNm,source_adm_cd2,source_adong_nm,polygon_adm_cd2,polygon_adm_nm,lon,lat,boundary_distance_m
MA010120220814378473,허갈닭강정,음식,기타 간이,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547642902107,35.8553254128416,51.23386103260955
MA010120220814317854,유헤어동성로,수리·개인,이용·미용,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597098950178,35.8656990586793,16.520109813673198
MA0101202210A0022810,제이투,시설관리·임대,고용 알선,수성구,2726066100,범물1동,2726065100,대구광역시 수성구 지산1동,128.643602688536,35.8241779815653,59.1987776156344
MA0101202210A0015845,오드리여성한의원,보건의료,의원,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.613591456645,35.8600898015406,1.5674884550018118
MA0101202210A0080833,보쉬카서비스모터프라자독일,수리·개인,자동차 수리·세차,수성구,2726065200,지산2동,2726066200,대구광역시 수성구 범물2동,128.637069934633,35.8196533017768,35.24221108260261
MA0101202210A0089575,엘스트링,소매,기타 생활용품 소매,남구,2720057100,대명2동,2711064000,대구광역시 중구 남산1동,128.590010975948,35.8567005458134,1.010197152332938
MA0101202210A0010888,브랜딩1113,과학·기술,전문 디자인,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA0101202209A0073395,미애부헤어,수리·개인,이용·미용,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.630843728987,35.8981461038586,289.8036762492071
MA0101202210A0063277,리빙플라워,소매,식물 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202210A0003619,슈가,소매,섬유·의복·신발 소매,달서구,2729055000,두류3동,2717054000,대구광역시 서구 내당4동,128.556608440642,35.8575525617758,4.0755196487042324
MA0101202210A0001810,사교더소셜클럽,음식,서양식,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603521477983,35.8443374806528,60.69064394241034
MA0101202210A0038630,정원식당,음식,한식,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.626047652329,35.8493694680685,2.1640096427393796
MA0101202210A0033922,더바디2.0의원,보건의료,의원,중구,2711054500,삼덕동,2711056500,대구광역시 중구 성내1동,128.599229486836,35.8642919613585,8.39213233441903
MA0101202209A0077449,이화원,음식,중식,수성구,2726065100,지산1동,2726060100,대구광역시 수성구 황금1동,128.629842239243,35.8384592889746,18.0670516224088
MA0101202212A0010406,보다나은네일,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202211A0100856,대남조형연구소,과학·기술,전문 디자인,남구,2720054000,봉덕2동,2720055000,대구광역시 남구 봉덕3동,128.600376223282,35.8381795337622,35.64017821011792
MA0101202211A0032175,카페봄봄상원점,음식,비알코올 ,달서구,2729062400,상인1동,2729061500,대구광역시 달서구 진천동,128.530267890782,35.8198171600857,1.4982347680018828
MA0101202211A0029146,7세븐라이브,음식,주점,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.563523224643,35.8883450613577,15.578459581559978
MA0101202211A0058817,메모베이크,음식,비알코올 ,북구,2723074500,구암동,2723073500,대구광역시 북구 태전2동,128.55190892499,35.9236313218376,64.75540832911592
MA0101202211A0077382,클래시classy,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202211A0093299,화랑푸드,음식,한식,북구,2723063100,산격4동,2723063000,대구광역시 북구 산격3동,128.605048919498,35.8909962340307,12.583888519303718
MA0101202211A0082042,에스와이물류,시설관리·임대,기타 사업 서비스,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.629735627402,35.9002788151572,36.46241319687828
MA0101202211A0002183,드라코바버하우스,수리·개인,이용·미용,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.609925998385,35.8611212302088,7.900933206765586
MA0101202211A0038441,반한나스튜디오,과학·기술,사진 촬영,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597469471239,35.8681632632775,20.81851472861683
MA0101202211A0094745,승리수산,소매,식료품 소매,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.546235766846,35.8541179669364,36.30401185370287
MA0101202211A0017646,포토제닉,과학·기술,사진 촬영,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202212A0009216,대구축산동물병원,과학·기술,수의,중구,2711068000,대봉1동,2711056500,대구광역시 중구 성내1동,128.59993077456,35.8633814789318,12.92640518198732
MA0101202211A0076500,늘솜필라테스,교육,기타 교육,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.610693772854,35.8607685032667,20.813199944924758
MA0101202211A0046044,서대구통신,소매,가전·통신 소매,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.564458236944,35.8869000632546,8.376998897108226
MA0101202212A0023434,해브아워,음식,서양식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597313792734,35.8681292880398,24.533250750573274
MA0101202211A0019849,뷰티제이,소매,의약·화장품 소매,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.563800338687,35.8804744549791,2.82081623935077
MA0101202211A0093331,효성부동산공인중개사사무소,부동산,부동산 서비스,남구,2720054000,봉덕2동,2720055000,대구광역시 남구 봉덕3동,128.600335767801,35.8383693134128,34.80789433332525
MA0101202212A0008216,몬스터커피황금,음식,비알코올 ,수성구,2726065100,지산1동,2726060100,대구광역시 수성구 황금1동,128.629941442021,35.8389806057966,33.68358765785046
MA0101202301A0061536,오무하무,음식,서양식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597098950178,35.8656990586793,16.520109813673198
MA0101202212A0055004,감삼스퀘어관리단,시설관리·임대,시설관리,달서구,2729055000,두류3동,2729055500,대구광역시 달서구 감삼동,128.548514597013,35.8540435557535,25.504548046175714
MA0101202301A0035583,카카리쿠르팅유료직업소개소,시설관리·임대,고용 알선,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA0101202212A0094241,네일엔또,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202301A0046668,순수헤어,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202301A0069140,달라크레페,음식,기타 간이,동구,2714074200,안심3동,2714074700,대구광역시 동구 안심4동,128.732913834238,35.8712596123647,4.527261035497489
MA0101202301A0026373,웨딩올인결혼,수리·개인,기타 개인,중구,2711058500,성내3동,2717056500,대구광역시 서구 비산2·3동,128.578480022366,35.8758577852923,20.52254672256635
MA0101202301A0020477,민지닭나라,소매,식료품 소매,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.546235766846,35.8541179669364,36.30401185370287
MA0101202301A0010741,골프빌런대구경북총판,소매,오락용품 소매,달서구,2729056800,장기동,2729055500,대구광역시 달서구 감삼동,128.532626503501,35.8458034949813,80.71693437166763
MA0101202212A0092713,사계절,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202212A0081802,반월당자연사랑약국,소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202301A0041742,뽀송,소매,섬유·의복·신발 소매,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.565344835087,35.8801839893774,4.142029457261158
MA0101202301A0012752,제이미부티크,수리·개인,이용·미용,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.59712835694,35.8655094275688,4.777626954419085
MA0101202212A0087304,무보까국밥,음식,한식,달서구,2729055000,두류3동,2729055500,대구광역시 달서구 감삼동,128.548575213425,35.8537453943566,10.210763662308882
MA0101202212A0046433,빅마우스,과학·기술,광고,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA0101202212A0065194,모토호야,소매,모터사이클 소매,동구,2714073000,안심2동,2714068500,대구광역시 동구 해안동,128.677714366042,35.8776844856691,5.528210135960483
MA0101202212A0062837,수컨설팅,과학·기술,본사·경영 컨설팅,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.634500105592,35.8976818621185,247.8083816444659
MA0101202212A0095281,쥬드대구,소매,시계·귀금속 소매,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.597742855167,35.8497943098699,48.57334449573684
MA0101202302A0069049,다인솔루션,과학·기술,광고,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA0101202301A0099809,요트탈까,예술·스포츠,유원지·오락,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202302A0023154,스마트홈,과학·기술,전문 디자인,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.612278678546,35.8603146921005,18.89092472372665
MA0101202302A0016083,홍콩반점,음식,중식,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA0101202302A0108093,큐사랑,수리·개인,이용·미용,달서구,2729056800,장기동,2729055500,대구광역시 달서구 감삼동,128.532029635517,35.8452704147656,2.4621846768197626
MA0101202302A0064091,박다인헤어샵,수리·개인,이용·미용,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.546669844377,35.9458760114995,3.2104651399325093
MA0101202302A0050528,단디인테리어필름,과학·기술,전문 디자인,수성구,2726064000,두산동,2726065200,대구광역시 수성구 지산2동,128.626193239557,35.824513968622,64.45967426537865
MA0101202301A0097180,녹홍,소매,식물 소매,동구,2714051000,신암1동,2714054000,대구광역시 동구 신암4동,128.620877626443,35.8900807221116,11.674073313173402
MA0101202302A0071653,수헤어갤러리,수리·개인,이용·미용,달서구,2729062600,상인3동,2729062800,대구광역시 달서구 도원동,128.555949324479,35.8073758612784,9.814759152848236
MA0101202303A0001943,노다지커피,음식,비알코올 ,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.543958622772,35.8531379651773,32.746467384694235
MA0101202302A0103350,달빛연어육회,음식,한식,달서구,2729056300,죽전동,2717067500,대구광역시 서구 상중이동,128.543363860822,35.8561464444224,34.19048147696929
MA0101202302A0107790,신화노래연습장,예술·스포츠,유원지·오락,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.564307850778,35.8871363200615,9.351917196879919
MA0101202302A0112230,두꺼비객잔,음식,중식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.644251730106,35.8941965003334,45.81827253044456
MA0101202305A0015847,한그루의책,소매,오락용품 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.632987175577,35.8989730472785,187.28025378661368
MA0101202305A0012462,피크타임,과학·기술,본사·경영 컨설팅,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582124996557,35.8642751703396,22.53651335338749
